CALENDAR_YEAR,COUNTY,ACCOUNT_CODE_NARRATIVE,FINANCIAL_STATEMENT,FINANCIAL_STATEMENT_SEGMENT,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,
2015,Rensselaer,"ST AID, CONSOLIDATED HIGHWAY AID",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - TRANSPORTATION,,22595,
2015,Rensselaer,"ST AID, OTHER TRANSPORTATION",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - TRANSPORTATION,,502550.27,
2015,Rensselaer,DUE FROM OTHER FUNDS,BALANCE SHEET,CURRENT ASSETS,,,,362307,
2015,Rensselaer,STATE & FEDERAL RECEIVABLES,BALANCE SHEET,CURRENT ASSETS,,,,2963596.02,
2015,Rensselaer,FED AID OTHER TRANSPORTATION,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - TRANSPORTATION,,2677361.61,
2015,Rensselaer,INTERFUND TRANSFERS,STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,OTHER SOURCES,TRANSFERS,,1416173,
2015,Rensselaer,"PERM IMPROVE HIGHWAY, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Equipment and Capital Outlay,2392986.76,
2015,Rensselaer,"MAINT OF BRIDGES, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Equipment and Capital Outlay,3866668.01,
2015,Rensselaer,"MACHINERY, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,TRANSPORTATION FACILITIES,Equipment and Capital Outlay,289991.51,
2015,Rensselaer,INSTALLMENT PURCHASE DEBT,STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,PROCEEDS OF DEBT,SALE OF OBLIGATIONS,,3427255,
2015,Rensselaer,ACCOUNTS PAYABLE,BALANCE SHEET,LIABILITIES,,,,3448097.46,
2015,Rensselaer,BOND ANTICIPATION NOTES PAYABLE,BALANCE SHEET,LIABILITIES,,,,12973684.36,
2015,Rensselaer,DUE TO OTHER FUNDS,BALANCE SHEET,LIABILITIES,,,,1215521.33,
2015,Rensselaer,DUE TO OTHER GOVERNMENTS,BALANCE SHEET,LIABILITIES,,,,46625.3,
2015,Rensselaer,FUND EQUITY - BEGINNING OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,5356674.66,
2015,Rensselaer,RESTATED FUND EQUITY - BEG OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,5356674.66,
2015,Rensselaer,FUND EQUITY - END OF YEAR,CHANGE IN EQUITY,ENDING BALANCE,,,,-4596288.5,
2015,Rensselaer,"SEWAGE TREAT DISP, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SANITATION,SEWER,Equipment and Capital Outlay,5414092.68,
2015,Rensselaer,Other Restricted Fund Balance,BALANCE SHEET,EQUITY - RESTRICTED,,,,0,
2015,Rensselaer,Assigned Unappropriated Fund Balance,BALANCE SHEET,EQUITY - ASSIGNED,,,,465596.47,
2015,Rensselaer,Unassigned Fund Balance,BALANCE SHEET,EQUITY - UNASSIGNED,,,,-5061885.49,
2015,Rensselaer,"TRANSFERS, OTHER FUNDS",STATEMENT OF EXPENDITURES AND OTHER USES,OTHER USES,OTHER USES,TRANSFERS,Interfund Transfer,89809.18,
2015,Rensselaer,LAND,BALANCE SHEET,FIXED ASSETS,,,,762880.15,
2015,Rensselaer,BUILDINGS,BALANCE SHEET,FIXED ASSETS,,,,105672964.8,
2015,Rensselaer,IMPROVEMENTS OTHER THAN BUILDINGS,BALANCE SHEET,FIXED ASSETS,,,,21902484.44,
2015,Rensselaer,MACHINERY & EQUIPMENT,BALANCE SHEET,FIXED ASSETS,,,,34047181.48,
2015,Rensselaer,CONSTRUCTION WORK IN PROGRESS,BALANCE SHEET,FIXED ASSETS,,,,42960171.82,
2015,Rensselaer,INFRASTRUCTURE,BALANCE SHEET,FIXED ASSETS,,,,129347537.6,
2015,Rensselaer,Net Pension Asset - Proportionate Share,BALANCE SHEET,NON-CURRENT ASSETS,,,,,
2015,Rensselaer,"ACCUM DEPREC, BUILDINGS",BALANCE SHEET,FIXED ASSETS,,,,-51887412.25,
2015,Rensselaer,"ACCUM DEPR, IMP OTHER THAN BLD",BALANCE SHEET,FIXED ASSETS,,,,-6875250,
2015,Rensselaer,"ACCUM DEPR, MACHINERY & EQUIP",BALANCE SHEET,FIXED ASSETS,,,,-28538337.1,
2015,Rensselaer,"ACCUM DEPREC, INFRASTRUCTURE",BALANCE SHEET,FIXED ASSETS,,,,-71797125.5,
2015,Rensselaer,TOTAL NON-CURRENT GOVT ASSETS,BALANCE SHEET,EQUITY IN FIXED ASSETS,,,,184312497.5,
2015,Rensselaer,Deferred Outflows of Resources - Pensions,BALANCE SHEET,NON-CURRENT ASSETS,,,,8717402,
2015,Rensselaer,"PURCHASING, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,1549.81,
2015,Rensselaer,"PURCHASING, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,39331.71,
2015,Rensselaer,"CENTRAL GARAGE, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,750.15,
2015,Rensselaer,"CENTRAL GARAGE, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,595.37,
2015,Rensselaer,"CENTRAL PRINT & MAIL, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,724.41,
2015,Rensselaer,"CENTRAL DATA PROCESS, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,7058.17,
2015,Rensselaer,"CENTRAL DATA PROCESS, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,55.42,
2015,Rensselaer,"OTHER GEN GOVT, PER SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,2770.57,
2015,Rensselaer,"OTHER GEN GOV'T, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,456.31,
2015,Rensselaer,"OTHER GEN GOV'T, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,332.51,
2015,Rensselaer,CASH,BALANCE SHEET,CURRENT ASSETS,,,,,
2015,Rensselaer,FUND EQUITY-BEGINNING OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,53624.43,
2015,Rensselaer,RESTATED FUND EQUITY - BEG OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,53624.43,
2015,Rensselaer,FUND EQUITY - END OF YEAR,CHANGE IN EQUITY,ENDING BALANCE,,,,,
2015,Rensselaer,ADMINISTRATION-PERSONAL SERVICES,STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,39921.16,
2015,Rensselaer,ADMINISTRATION-CONTRACTUAL,STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,38014.8,
2015,Rensselaer,ADMINISTRATION-EMPLOYEE BENEFITS,STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,2247.92,
2015,Rensselaer,"BENEFITS AND AWARDS, CONTR EXP",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,109333.83,
2015,Rensselaer,CASH,BALANCE SHEET,CURRENT ASSETS,,,,4138777.02,
2015,Rensselaer,PARTICIPANTS ASSESSMENTS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,MISCELLANEOUS INTERGOVERNMENTAL CHARGES,,5754490.98,
2015,Rensselaer,INTEREST AND EARNINGS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,5171.46,
2015,Rensselaer,INSURANCE RECOVERIES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,COMPENSATION FOR LOSS,,221958.42,
2015,Rensselaer,REFUND OF PRIOR YEARS EXPEND,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,25227.22,
2015,Rensselaer,OTHER MISCELLANEOUS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,3900,
2015,Rensselaer,INTERFUND REVENUES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,16349023.91,
2015,Rensselaer,ACCOUNTS RECEIVABLE,BALANCE SHEET,CURRENT ASSETS,,,,1911553.41,
2015,Rensselaer,DUE FROM OTHER FUNDS,BALANCE SHEET,CURRENT ASSETS,,,,3179783.22,
2015,Rensselaer,DUE FROM OTHER GOVERNMENTS,BALANCE SHEET,CURRENT ASSETS,,,,191099.3,
2015,Rensselaer,ACCOUNTS PAYABLE,BALANCE SHEET,LIABILITIES,,,,94445.33,
2015,Rensselaer,ACCRUED LIABILITIES,BALANCE SHEET,LIABILITIES,,,,7571843.8,
2015,Rensselaer,DUE TO OTHER FUNDS,BALANCE SHEET,LIABILITIES,,,,1556947.69,
2015,Rensselaer,DUE TO EMPLOYEES' RETIREMENT SYSTEM,BALANCE SHEET,LIABILITIES,,,,0.15,
2015,Rensselaer,DEFERRED REVENUES,BALANCE SHEET,DEFERRED REVENUES,,,,25055.73,
2015,Rensselaer,FUND EQUITY-BEGINNING OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,593324,
2015,Rensselaer,RESTATED FUND EQUITY - BEG OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,593324,
2015,Rensselaer,FUND EQUITY - END OF YEAR,CHANGE IN EQUITY,ENDING BALANCE,,,,173022.61,
2015,Rensselaer,WORKERS COMPENSATION,STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,WORKER'S COMPENSATION,Employee Benefits,3001151.95,
2015,Rensselaer,UNEMPLOYED,STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNEMPLOYMENT INSURANCE,Employee Benefits,96191.54,
2015,Rensselaer,HOSPITAL AND MEDICAL,STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,MEDICAL INSURANCE,Employee Benefits,19493212.18,
2015,Rensselaer,NET ASSETS-UNRESTRICTED (DEFICIT),BALANCE SHEET,EQUITY - UNRESERVED,,,,173020.25,
2015,Rensselaer,CONSOLIDATED PAYROLL,BALANCE SHEET,CURRENT LIABILITIES,,,,185.98,
2015,Rensselaer,STATE RETIREMENT,BALANCE SHEET,CURRENT LIABILITIES,,,,239442.51,
2015,Rensselaer,CASH,BALANCE SHEET,CURRENT ASSETS,,,,3307177.65,
2015,Rensselaer,NYS INCOME TAX,BALANCE SHEET,CURRENT LIABILITIES,,,,-49.66,
2015,Rensselaer,FEDERAL INCOME TAX,BALANCE SHEET,CURRENT LIABILITIES,,,,-2723.79,
2015,Rensselaer,SOCIAL SECURITY TAX,BALANCE SHEET,CURRENT LIABILITIES,,,,275.77,
2015,Rensselaer,BAIL DEPOSITS,BALANCE SHEET,CURRENT LIABILITIES,,,,15775.27,
2015,Rensselaer,DUE FROM OTHER FUNDS,BALANCE SHEET,CURRENT ASSETS,,,,2585614.16,
2015,Rensselaer,SOCIAL SERVICES TRUST,BALANCE SHEET,CURRENT LIABILITIES,,,,3385453.44,
2015,Rensselaer,STATE TRAINING SCHOOL,BALANCE SHEET,CURRENT LIABILITIES,,,,11154.66,
2015,Rensselaer,MORTGAGE TAX,BALANCE SHEET,CURRENT LIABILITIES,,,,907394.89,
2015,Rensselaer,COURT & TRUST FUND,BALANCE SHEET,CURRENT LIABILITIES,,,,573879.31,
2015,Rensselaer,DUE TO OTHER FUNDS,BALANCE SHEET,LIABILITIES,,,,1,
2015,Rensselaer,0THER FUNDS (SPECIFY),BALANCE SHEET,CURRENT LIABILITIES,,,,762002.43,
2015,Rensselaer,"FISCAL AGENTS FEES, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,117943,
2015,Rensselaer,CASH,BALANCE SHEET,CURRENT ASSETS,,,,2698504,
2015,Rensselaer,INTEREST AND EARNINGS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,130209,
2015,Rensselaer,OTHER COMPENSATION FOR LOSS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,COMPENSATION FOR LOSS,,2152480,
2015,Rensselaer,PREMIUM & ACCRUED INTEREST ON OBLIGATIONS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,1744754.5,
2015,Rensselaer,ACCOUNTS RECEIVABLE,BALANCE SHEET,CURRENT ASSETS,,,,10736,
2015,Rensselaer,SERIAL BONDS,STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,PROCEEDS OF DEBT,SALE OF OBLIGATIONS,,,
2015,Rensselaer,ADVANCED REFUNDING BONDS,STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,PROCEEDS OF DEBT,SALE OF OBLIGATIONS,,13305000,
2015,Rensselaer,FUND EQUITY - BEGINNING OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,2685648.66,
2015,Rensselaer,RESTATED FUND EQUITY - BEG OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,2685648.66,
2015,Rensselaer,FUND EQUITY - END OF YEAR,CHANGE IN EQUITY,ENDING BALANCE,,,,2709241.11,
2015,Rensselaer,FUND BALANCE-RESERVED FOR BONDED DEBT,BALANCE SHEET,EQUITY - RESERVED,,,,2625996,
2015,Rensselaer,Assigned Unappropriated Fund Balance,BALANCE SHEET,EQUITY - ASSIGNED,,,,83244,
2015,Rensselaer,"DEBT PRINCIPAL, SERIAL BONDS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,DEBT SERVICE,DEBT PRINCIPAL,Debt Principal,755000,
2015,Rensselaer,"DEBT INTEREST, SERIAL BONDS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,DEBT SERVICE,INTEREST ON DEBT,Debt Interest,1437910,
2015,Rensselaer,REPAYMENTS TO ESC AGENT ADV REF BONDS,STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,,,Contractual,14997998.05,
2015,Rensselaer,TOTAL NON-CURRENT GOVT LIABILITIES,BALANCE SHEET,PROVISION FOR LONG TERM LIABILITIES,,,,232382606,
2015,Rensselaer,BONDS PAYABLE,BALANCE SHEET,LIABILITIES,,,,114099720.1,
2015,Rensselaer,DUE TO EMPLOYEES' RETIREMENT SYSTEM,BALANCE SHEET,LIABILITIES,,,,352236,
2015,Rensselaer,Net Pension Liability -Proportionate Share,BALANCE SHEET,LIABILITIES,,,,8394401,
2015,Rensselaer,OTHER POST EMPLOYMENT BENEFITS,BALANCE SHEET,LIABILITIES,,,,32409054,
2015,Rensselaer,INSTALLMENT PURCHASE DEBT,BALANCE SHEET,LIABILITIES,,,,60424786.1,
2015,Rensselaer,JUDGMENTS AND CLAIMS PAYABLE,BALANCE SHEET,LIABILITIES,,,,2054408.15,
2015,Rensselaer,COMPENSATED ABSENCES,BALANCE SHEET,LIABILITIES,,,,13077612.68,
2015,Rensselaer,Deferred Inflows of Resources - Pensions,BALANCE SHEET,DEFERRED REVENUES,,,,1570388,
2015,Rockland,REAL PROPERTY TAXES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,REAL PROPERTY TAXES AND ASSESSMENTS,REAL PROPERTY TAXES,,105657274,
2015,Rockland,"LEGISLATIVE BOARD, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,1691913,
2015,Rockland,"LEGISLATIVE BOARD, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,1120635,
2015,Rockland,"LEGISLATIVE BOARD, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,1190868,
2015,Rockland,GAIN FROM SALE OF TAX ACQ PROPERTY,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER REAL PROPERTY TAX ITEMS,GAIN FROM SALE OF TAX ACQUIRED PROPERTY,,676545,
2015,Rockland,OTHER PAYMENTS IN LIEU OF TAXES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER REAL PROPERTY TAX ITEMS,PAYMENTS IN LIEU OF TAXES,,815862,
2015,Rockland,OTHER TAX ITEMS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER REAL PROPERTY TAX ITEMS,MISCELLANEOUS TAX ITEMS,,4396527,
2015,Rockland,INTEREST & PENALTIES ON REAL PROP TAXES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER REAL PROPERTY TAX ITEMS,INTEREST & PENALTIES,,10923368,
2015,Rockland,SALES AND USE TAX,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,SALES AND USE TAX,SALES TAX,,188373689,
2015,Rockland,TAX ON CONSUMERS UTILITY BILLS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,SALES AND USE TAX,UTILITIES GROSS RECEIPTS TAX,,9346358,
2015,Rockland,TAX ON HOTEL ROOM OCCUPANCY,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,SALES AND USE TAX,MISCELLANEOUS USE TAXES,,1412392,
2015,Rockland,AUTOMOBILE USE TAX,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,SALES AND USE TAX,MISCELLANEOUS USE TAXES,,1760305,
2015,Rockland,"DISTRICT ATTORNEY, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,5910417,
2015,Rockland,"DISTRICT ATTORNEY,EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Equipment and Capital Outlay,3111,
2015,Rockland,"DISTRICT ATTORNEY,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,3238723,
2015,Rockland,"DISTRICT ATTORNEY,EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,2924351,
2015,Rockland,"PUBLIC DEFENDER,PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,2252240,
2015,Rockland,"PUBLIC DEFENDER, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Equipment and Capital Outlay,,
2015,Rockland,"PUBLIC DEFENDER,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,2046852,
2015,Rockland,"PUBLIC DEFENDER,EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,1226318,
2015,Rockland,"MED EXAMINERS & CORONERS,PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,931638,
2015,Rockland,"MED EXAMINERS & CORONERS,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,302810,
2015,Rockland,"MED EXAMINERS & CORONERS,EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,404648,
2015,Rockland,MEDICAL EXAMINER FEES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,PUBLIC SAFETY FEES,,1010,
2015,Rockland,TREASURER FEES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,15525,
2015,Rockland,"MUNICIPAL EXEC, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,747768,
2015,Rockland,"MUNICIPAL EXEC, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,607272,
2015,Rockland,"MUNICIPAL EXEC, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,495521,
2015,Rockland,CHARGES FOR TAX REDEMPTION,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,74670,
2015,Rockland,CLERK FEES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,3357851,
2015,Rockland,OTHER GENERAL DEPARTMENTAL INCOME,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,51452,
2015,Rockland,"DIR OF FINANCE, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,3217459,
2015,Rockland,"DIR OF FINANCE, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,934601,
2015,Rockland,"DIR OF FINANCE, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,2037416,
2015,Rockland,"AUDITOR, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,51599,
2015,Rockland,"AUDITOR, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,39647,
2015,Rockland,"AUDITOR, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,12368,
2015,Rockland,"BUDGET, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,602976,
2015,Rockland,"BUDGET, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,278102,
2015,Rockland,"BUDGET, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,306785,
2015,Rockland,"CLERK,PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,2074146,
2015,Rockland,"CLERK,EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Equipment and Capital Outlay,,
2015,Rockland,"CLERK,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,1023386,
2015,Rockland,"CLERK,EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,1371032,
2015,Rockland,"LAW, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,1379076,
2015,Rockland,"LAW, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,392624,
2015,Rockland,"LAW, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,928432,
2015,Rockland,"PERSONNEL, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,3189560,
2015,Rockland,"PERSONNEL, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,1579470,
2015,Rockland,"PERSONNEL, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,2089166,
2015,Rockland,"ELECTIONS, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,1467257,
2015,Rockland,"ELECTIONS, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,1054434,
2015,Rockland,"ELECTIONS, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,800085,
2015,Rockland,"BOARD OF ETHICS, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,15177,
